ID	COUNTRY	BASE_URL	PRODUCT_URL	LOG_CHANNEL
43	FR	https://www.amazon.fr	https://www.amazon.fr/dp/B08HN7VVLJ	-1001412533426
44	IT	https://www.amazon.it	https://www.amazon.it/dp/B08HN7VVLJ	-1001253195786
45	UK	https://www.amazon.co.uk	https://www.amazon.co.uk/dp/B08HT7PR9Y	-1001456391950
46	DE	https://www.amazon.de	https://www.amazon.de/dp/B08HT7PR9Y	-1001216732301
47	FR	https://www.amazon.fr	https://www.amazon.fr/dp/B08HT7PR9Y	-1001412533426
48	IT	https://www.amazon.it	https://www.amazon.it/dp/B08HT7PR9Y	-1001253195786
49	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08HT7PR9Y	-1001215441140
50	UK	https://www.amazon.co.uk	https://www.amazon.co.uk/dp/B08KHHF881	-1001456391950
51	DE	https://www.amazon.de	https://www.amazon.de/dp/B08KHHF881	-1001216732301
52	FR	https://www.amazon.fr	https://www.amazon.fr/dp/B08KHHF881	-1001412533426
53	IT	https://www.amazon.it	https://www.amazon.it/dp/B08KHHF881	-1001253195786
54	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08KHHF881	-1001215441140
55	UK	https://www.amazon.co.uk	https://www.amazon.co.uk/dp/B08L8JNTXQ	-1001456391950
56	DE	https://www.amazon.de	https://www.amazon.de/dp/B08L8JNTXQ	-1001216732301
57	FR	https://www.amazon.fr	https://www.amazon.fr/dp/B08L8JNTXQ	-1001412533426
58	IT	https://www.amazon.it	https://www.amazon.it/dp/B08L8JNTXQ	-1001253195786
59	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08L8JNTXQ	-1001215441140
60	UK	https://www.amazon.co.uk	https://www.amazon.co.uk/dp/B08LNY8P5L	-1001456391950
61	DE	https://www.amazon.de	https://www.amazon.de/dp/B08LNY8P5L	-1001216732301
62	FR	https://www.amazon.fr	https://www.amazon.fr/dp/B08LNY8P5L	-1001412533426
63	IT	https://www.amazon.it	https://www.amazon.it/dp/B08LNY8P5L	-1001253195786
64	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08LNY8P5L	-1001215441140
65	UK	https://www.amazon.co.uk	https://www.amazon.co.uk/dp/B08M5ZFNTT	-1001456391950
66	DE	https://www.amazon.de	https://www.amazon.de/dp/B08M5ZFNTT	-1001216732301
67	FR	https://www.amazon.fr	https://www.amazon.fr/dp/B08M5ZFNTT	-1001412533426
68	IT	https://www.amazon.it	https://www.amazon.it/dp/B08M5ZFNTT	-1001253195786
